,locID,lat,lon,data
3992,1090780,36.65,-78.9,3150491.0
3993,1089431,38.81,-78.94,2940287.0
3994,1100852,37.57,-78.5,3116338.0
3995,1140487,36.77,-77.18,3132876.0
3996,1145475,37.33,-77.02,3093255.0
3997,1027943,37.17,-81.62,2950263.0
3998,1106701,39.01,-78.3,2955483.0
3999,1129699,39.01,-77.5,2940988.0
4000,1021494,37.01,-81.94,2967154.0
4001,1174969,37.45,-76.14,3113821.0
4002,1039487,37.25,-81.1,2929529.0
4003,1021608,37.29,-81.94,2943005.0
4004,1065259,37.05,-79.98,3123716.0
4005,1122660,39.09,-77.74,2977333.0
4006,1025218,36.97,-81.74,2953116.0
4007,1125266,38.97,-77.66,2988470.0
4008,1064715,36.89,-79.98,3099032.0
4009,1144275,37.93,-77.06,3045025.0
4010,1172030,37.89,-76.22,3070059.0
4011,1004034,36.65,-82.78,3046811.0
4012,1148450,37.37,-76.94,3087672.0
4013,1094640,37.25,-78.74,3185407.0
4014,1102582,37.97,-78.42,3058409.0
4015,1108921,38.73,-78.22,2981776.0
4016,1121205,36.77,-77.78,3159168.0
4017,1178425,37.65,-76.02,3136618.0
4018,1083752,38.05,-79.18,3128145.0
4019,1086366,38.41,-79.06,3042381.0
4020,1037354,37.21,-81.18,2911141.0
4021,1156742,37.29,-76.66,3097183.0
4022,1127656,38.33,-77.58,3030907.0
4023,1062004,37.77,-80.1,2963687.0
4024,1086604,36.97,-79.06,3185488.0
4025,1180097,37.77,-75.98,3100532.0
4026,1132816,38.93,-77.42,2927419.0
4027,1091297,37.05,-78.86,3177772.0
4028,1047329,37.13,-80.74,3053790.0
4029,1110061,37.25,-78.18,3159553.0
4030,1006113,36.85,-82.7,2960903.0
4031,1086233,36.73,-79.06,3167205.0
4032,1051535,37.37,-80.58,2974106.0
4033,1083529,37.65,-79.18,3096066.0
4034,1171895,36.57,-76.22,3135043.0
4035,1138152,39.01,-77.26,2952815.0
4036,1063635,37.53,-80.06,2996709.0
4037,1088714,38.73,-78.98,2953492.0
4038,1024401,36.97,-81.78,2948932.0
4039,1167947,36.61,-76.34,3111273.0
4040,1162052,37.69,-76.5,3084301.0
4041,1037034,36.77,-81.22,3033980.0
4042,1147881,36.65,-76.94,3177978.0
4043,1064607,37.89,-79.98,2973923.0
4044,1200366,37.97,-75.38,3079838.0
4045,1127124,37.45,-77.58,3105111.0
4046,1141653,38.33,-77.14,3020767.0
4047,1020067,36.89,-82.02,2977949.0
4048,1164065,37.45,-76.46,3110054.0
4049,1130084,38.09,-77.5,3056616.0
4050,1070352,37.77,-79.74,3010854.0
4051,1001234,36.65,-82.94,3036526.0
4052,1079551,38.05,-79.38,3057313.0
4053,1119291,38.49,-77.86,3029502.0
4054,1097700,37.01,-78.62,3156985.0
4055,1101510,37.45,-78.46,3123335.0
4056,1123995,39.25,-77.7,2965232.0
4057,1109283,38.21,-78.18,3092394.0
4058,1113729,38.85,-78.02,3008484.0
4059,1052646,37.05,-80.54,3078623.0
4060,1078133,36.97,-79.42,3169702.0
4061,1123857,38.33,-77.7,3042973.0
4062,1125957,37.85,-77.62,3075887.0
4063,1110235,36.85,-78.14,3171605.0
4064,1090409,38.77,-78.9,2955479.0
4065,1159312,36.69,-76.58,3128688.0
4066,1070510,36.77,-79.74,3160035.0
4067,1156021,37.17,-76.7,3050090.0
4068,1036262,36.89,-81.26,3074354.0
4069,1034415,36.97,-81.34,3002533.0
4070,1060745,37.73,-80.18,2960710.0
4071,1126258,36.97,-77.62,3140470.0
4072,1000304,36.61,-82.98,3054039.0
4073,1015970,37.09,-82.22,2949811.0
4074,1070545,36.57,-79.74,3178436.0
4075,1142847,37.65,-77.1,3086341.0
4076,1114967,39.01,-77.98,3000386.0
4077,1110013,37.65,-78.18,3084780.0
